fecha	cols	rows	min_gain_to_split	max_depth	max_bin	seed	extra_trees	metric	first_metric_only	objective	boost_from_average	force_row_wise	feature_pre_filter	boosting	num_threads	verbosity	verbose	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	lambda_l1	lambda_l2	bagging_fraction	num_iterations	rmse_validate	rmse_test	ganancia	iteracion_bayesiana
20251208 045350	3138	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0123463729042723	0.468464190488293	208	74	4.99821372881407	7.21981473897624	0.995362275739591	11969	46.5410214438345	70.9200952157804	70.9200952157804	119
20251208 045535	3138	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.02044106256064	0.835018059225598	905	40	3.35474452305905	8.6951115939736	0.973507724455746	1254	45.69905098392	61.8369270274624	61.8369270274624	120
20251208 045659	3138	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0111620693691087	0.555326394073161	1480	64	1.70771965781883	6.45217594555252	0.995414815583081	2897	51.6894455379427	70.9078918456605	70.9078918456605	121
20251208 045751	3138	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0300351421313294	0.759781097111957	345	37	4.93097055470141	7.42081130470685	0.746910870542833	769	43.5183343128622	59.2518456007259	59.2518456007259	122
20251208 045813	3138	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.107057399994567	0.301039273647402	10	97	0.309292155607913	9.91896967978284	0.600274595816541	2192	49.0023596395637	83.8105543832974	83.8105543832974	123
20251208 045845	3138	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0346076575059425	0.330157305802108	1003	10	0.903558662153158	9.46901130810166	0.976597272570597	279	43.6909993903308	67.8398940993315	67.8398940993315	124
20251208 080155	3138	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0265079919355113	0.899965294462164	1495	38	3.53113572305834	9.78193359407538	0.775355651969033	840	41.9532158001932	59.390692136031	59.390692136031	125
20251208 084316	3138	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.19164377993783	0.796168520931958	905	147	0.000654749086172774	0.201272515911148	0.72589789753713	4811	61.9242019299323	95.5752176375801	95.5752176375801	126
20251208 084340	3138	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0116017992344974	0.303333822579488	13	5	3.40326865304376	2.77810109676441	0.609650697933999	366	51.0353503637026	74.1844056821201	74.1844056821201	127
20251208 084420	3138	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0258081241781776	0.883286952514463	633	38	4.89086472377249	8.4138358469222	0.601846533913904	462	42.7951757944258	60.9768447249767	60.9768447249767	128
