Feature	Gain	Cover	Frequency
urban_x_oop	0.721917421538903	0.0407401938033557	0.0309917355371901
pop65_x_oop	0.0916319283050835	0.0110614179429841	0.00895316804407714
urban_x_oop_rank	0.0596907619180371	0.00171582071079983	0.00137741046831956
pop65_x_oop_rank	0.0417536992405641	0.00170175660661294	0.00137741046831956
urban_x_oop_lag1	0.0197880609187275	0.0149149824901903	0.0110192837465565
SP.POP.2024.FE.5Y_rank	0.0141951389354469	0.00939482159683839	0.00482093663911846
SH.DTH.MORT_lag1	0.00965127007137545	0.00227838487827518	0.00206611570247934
EN.URB.LCTY	0.00454011446746771	0.000780557782372052	0.00137741046831956
TX.VAL.MRCH.R2.ZS	0.00213768732818737	0.000537951985148306	0.00068870523415978
NE.TRD.GNFS.ZS	0.00143990094453528	0.000393794917232747	0.00068870523415978
SP.POP.2024.MA.5Y_lag1	0.0013162394548482	0.00305894266064723	0.00137741046831956
TM.VAL.MRCH.OR.ZS_lag1	0.00119698120731308	0.000291830161877839	0.00068870523415978
NE.CON.PRVT.PC.KD_avg2	0.00108174667648582	0.00146266683543592	0.00137741046831956
EN.GHG.N2O.BU.MT.CE.AR5_lag1	0.00101572332241203	0.00113567641309087	0.00068870523415978
EN.GHG.N2O.BU.MT.CE.AR5_max2	0.00099239943842947	0.00227135282618174	0.00137741046831956
urban_x_oop_delta1	0.000906089395815497	0.00292533367087183	0.00275482093663912
EN.URB.LCTY_min2	0.000870536415206786	0.000485211594447492	0.00068870523415978
SH.DYN.NMRT	0.000743516111244938	0.00575925066452892	0.0034435261707989
NE.CON.PRVT.PC.KD_min2	0.000712199316054083	0.000457083386073724	0.00068870523415978
AG.LND.CREL.HA_min2	0.000696404405048572	0.000305894266064723	0.00068870523415978
FP.CPI.TOTL_rank	0.000674880594285609	0.000393794917232747	0.00068870523415978
NE.CON.PRVT.PC.KD	0.000645498961314807	0.000309410292111444	0.00068870523415978
FS.AST.CGOV.GD.ZS_min2	0.000627590909119544	0.00180372136196785	0.00206611570247934
EN.GHG.CO2.RT.GDP.KD	0.000577589001797335	0.00104425973587612	0.00206611570247934
SM.POP.RHCR.EO_lag1	0.000572990940577454	0.00103371165773596	0.00137741046831956
SP.POP.7074.FE.5Y_delta1	0.000462952992512133	0.00192326624755636	0.00206611570247934
TX.VAL.MRCH.HI.ZS_lag1	0.000418608605078883	0.00163495211172524	0.00275482093663912
SP.POP.0004.MA.5Y_lag1	0.000376379093265521	0.00611788532129446	0.00275482093663912
FI.RES.XGLD.CD	0.00036385081614003	0.000671560974923702	0.00206611570247934
BX.GSR.TRAN.ZS_tend2	0.000363205872426492	0.0147180850315739	0.00895316804407714
EN.GHG.CH4.PI.MT.CE.AR5_delta1	0.000361467961457094	0.00970071586290311	0.00482093663911846
DC.DAC.TOTL.CD_isNA_rank	0.000359607465097197	0.00260889132666695	0.00137741046831956
EN.GHG.N2O.FE.MT.CE.AR5	0.000327340544035562	0.000168769250242606	0.00068870523415978
EG.USE.ELEC.KH.PC_min2	0.00032657110561591	0.00917682798194169	0.00413223140495868
ER.FSH.CAPT.MT_avg2	0.000322945392036968	0.000298862213971281	0.00068870523415978
