Feature	Gain	Cover	Frequency
DT.NFL.UNDP.CD_ratiomax2	5.52075324079133e-05	0.00325602335274555	0.00353606789250354
NY.GDP.DEFL.ZS	5.50118034620685e-05	0.00111535501110998	0.00212164073550212
ER.FSH.PROD.MT_tend2	5.49556007534931e-05	0.00126348809852303	0.000707213578500707
SE.SEC.ENRL.GC.FE.ZS_lag1	5.46384783864684e-05	0.000281743323118928	0.000707213578500707
SP.DYN.TO65.MA.ZS_lag1	5.44934809040481e-05	0.00126348809852303	0.000707213578500707
DT.ODA.ODAT.CD_rank	5.30071916629451e-05	0.00230041971041434	0.00141442715700141
IT.MLT.MAIN.P2_max2	5.28875343583356e-05	0.00141743032661894	0.00141442715700141
SP.POP.2529.MA.5Y	5.21395329478064e-05	0.00311950854669823	0.00212164073550212
NE.CON.PRVT.ZS_max2	5.09572100735168e-05	0.00806599183815734	0.00495049504950495
MS.MIL.MPRT.KD_delta1	5.07524332074878e-05	0.00169917364973786	0.00212164073550212
SP.DYN.TFRT.IN_delta1	4.91396588819635e-05	0.00269253670650769	0.00282885431400283
AG.SRF.TOTL.K2_ratioavg2	4.89574062796502e-05	0.00126348809852303	0.000707213578500707
SH.MMR.RISK.ZS	4.80031306799862e-05	0.00110664130008568	0.000707213578500707
IT.CEL.SETS_max2	4.79965455170445e-05	0.000348548440971869	0.000707213578500707
SP.POP.5559.FE.5Y	4.67954718868693e-05	0.0034593432766458	0.00212164073550212
TX.VAL.OTHR.ZS.WT_isNA_rank	4.63109077748428e-05	0.00210871806787981	0.00212164073550212
BX.PEF.TOTL.CD.WD_tend2	4.49746495539555e-05	0.00126348809852303	0.000707213578500707
SP.POP.5054.MA.5Y	4.42520595624167e-05	0.00104564532291561	0.000707213578500707
SE.SEC.ENRR.MA_lag1	4.40438471485825e-05	0.00244855279782738	0.00282885431400283
DT.ODA.ALLD.CD_rank	4.3436959608239e-05	0.00345353413596294	0.00212164073550212
BX.TRF.PWKR.DT.GD.ZS_isNA_rank	4.29044853190103e-05	0.00325021421206268	0.00424328147100424
SP.POP.4044.MA.5Y_delta1	4.1905746802154e-05	0.000296266174826089	0.000707213578500707
DC.DAC.USAL.CD_rank	4.13022039190349e-05	0.00126348809852303	0.000707213578500707
BX.GSR.MRCH.CD_lag1	3.96868287580852e-05	0.00115020985520717	0.000707213578500707
SE.SEC.ENRL	3.86638907692473e-05	0.000746474577748087	0.00141442715700141
BG.GSR.NFSV.GD.ZS	3.86560277418467e-05	0.00112697329247571	0.000707213578500707
FI.RES.TOTL.CD_min2	3.80699947016765e-05	0.00126348809852303	0.000707213578500707
ER.FSH.CAPT.MT_ratioavg2	3.76002489485803e-05	0.00126348809852303	0.000707213578500707
MS.MIL.MPRT.KD_avg2	3.72708353243979e-05	0.00112987786281714	0.00212164073550212
NE.CON.PRVT.ZS_lag1	3.72304659679707e-05	0.00172821935315219	0.00141442715700141
IT.MLT.MAIN_isNA_rank	3.61344874274575e-05	0.00376141859215476	0.00353606789250354
FS.AST.PRVT.GD.ZS_min2	3.6050344431609e-05	0.000781329421845274	0.000707213578500707
SP.DYN.LE00.FE.IN	3.56770189688285e-05	0.00100788590847699	0.000707213578500707
DC.DAC.CECL.CD_isNA_rank	3.48428776799325e-05	0.00296266174826089	0.00212164073550212
NY.ADJ.DNGY.GN.ZS_isNA_rank	3.41526064043548e-05	0.00126348809852303	0.000707213578500707
FP.CPI.TOTL_min2	3.40371538780583e-05	0.00128091552057162	0.00141442715700141
TM.VAL.MRCH.R5.ZS_lag1	3.36035274029784e-05	0.00190830271432098	0.00212164073550212
SP.POP.4549.MA.5Y	3.33687892651829e-05	0.0013331977867174	0.00141442715700141
EG.USE.PCAP.KG.OE_ratiomax2	3.28025705652469e-05	0.000935271649941182	0.000707213578500707
SP.POP.7074.MA.5Y_delta1	3.26979885137122e-05	0.00103112247120845	0.000707213578500707
BX.GSR.CMCP.ZS_isNA_rank	3.2645836485681e-05	0.0023062288510972	0.00141442715700141
SP.POP.0509.FE.5Y_lag1	3.25598507534804e-05	0.00551868364872126	0.00353606789250354
TM.VAL.MRCH.AL.ZS_delta1	3.21915369044095e-05	0.000862657391405377	0.00141442715700141
ER.FSH.CAPT.MT_tend2	3.10023741025253e-05	0.00126348809852303	0.000707213578500707
EN.GHG.CH4.BU.MT.CE.AR5_rank	3.05644297924781e-05	0.000470540395312024	0.000707213578500707
AG.PRD.FOOD.XD	3.03706211158452e-05	0.00196929869149106	0.00141442715700141
AG.CON.FERT.ZS_tend2	3.00457052444868e-05	0.00263734987002048	0.00353606789250354
TX.VAL.FOOD.ZS.UN_isNA_rank	2.99911768004251e-05	0.00023236562731458	0.000707213578500707
FM.AST.NFRG.CN	2.96343869865022e-05	0.00264315901070334	0.00212164073550212
SP.POP.GROW_delta1	2.96039028277087e-05	0.00185021130749234	0.00212164073550212
NV.AGR.TOTL.KD_delta1	2.90827247664051e-05	0.00126348809852303	0.000707213578500707
BM.TRF.PWKR.CD.DT_isNA_rank	2.89878100751746e-05	0.0015045674368619	0.00141442715700141
NY.GSR.NFCY.CN	2.89727971097343e-05	0.00155104056232482	0.00212164073550212
EG.ELC.NUCL.ZS_tend2	2.87787025488301e-05	0.00161494110983633	0.00141442715700141
ER.FSH.AQUA.MT_tend2	2.84142749738585e-05	0.00126348809852303	0.000707213578500707
TX.VAL.MMTL.ZS.UN_delta1	2.81018514272395e-05	0.000334025589264708	0.000707213578500707
SE.PRM.ENRR.FE_rank	2.80688048122702e-05	0.00025850676038747	0.000707213578500707
DC.DAC.USAL.CD_min2	2.79125667106987e-05	0.000656432897163687	0.000707213578500707
NY.GDP.FCST.CN_isNA_rank	2.75992750089994e-05	0.00286390635665219	0.00212164073550212
SP.POP.3034.FE.5Y_lag1	2.74028816617196e-05	0.00144066688935039	0.00141442715700141
FM.AST.NFRG.CN_tend2	2.72629152972175e-05	0.000755188288772383	0.000707213578500707
NY.ADJ.DKAP.CD_isNA_rank	2.69935488160362e-05	0.000821993406625325	0.00141442715700141
AG.LND.ARBL.ZS_tend2	2.68517541860467e-05	0.00187054329988237	0.00141442715700141
EN.GHG.CO2.IP.MT.CE.AR5_delta1	2.66081592983517e-05	0.00126348809852303	0.000707213578500707
SP.DYN.AMRT.MA_delta1	2.64922251197327e-05	0.000293361604484657	0.000707213578500707
NY.GDP.PCAP.KD.ZG_delta1	2.63636868664535e-05	0.00205934037207546	0.00141442715700141
