Feature	Gain	Cover	Frequency
urban_x_oop	0.31575623868833	0.178047922448501	0.0875576036866359
pop65_x_oop_rank	0.205533313935959	0.0438181604972052	0.0138248847926267
NE.CON.PRVT.PC.KD	0.168258964697846	0.00798707475015961	0.00614439324116743
pop65_x_oop	0.156961699717135	0.0597792805117982	0.0230414746543779
urban_x_oop_lag1	0.0605407570052371	0.034085134659735	0.0261136712749616
pop65_x_oop_lag1	0.0211626046942409	0.0123649819541623	0.00614439324116743
urban_x_oop_rank	0.0135393046506396	0.0056678262908963	0.00153609831029186
SH.DTH.MORT_lag1	0.0115162298413169	0.00445608411835985	0.00307219662058372
EN.URB.LCTY	0.00584863248014491	0.00278830994540646	0.00460829493087558
TX.VAL.MRCH.OR.ZS_lag1	0.00188641429028285	0.00136809600125083	0.00307219662058372
SH.DTH.IMRT_lag1	0.00184821136931251	0.00222804205917992	0.00153609831029186
EN.GHG.CO2.PC.CE.AR5_avg2	0.00179240742050528	0.00125083062971505	0.00153609831029186
SP.POP.2024.FE.5Y_rank	0.0015808679031946	0.0340069577453778	0.00921658986175115
AG.LND.AGRI.K2_ratioavg2	0.00145685123739492	0.00205865874473934	0.00307219662058372
NE.CON.PRVT.PC.KD_avg2	0.00140835978376933	0.00130294857261984	0.00153609831029186
EN.GHG.CO2.FE.MT.CE.AR5_avg2	0.00129550994143281	0.00105538834382207	0.00153609831029186
TM.VAL.MRCH.OR.ZS_rank	0.0011203680803773	0.00152444982996521	0.00307219662058372
BG.GSR.NFSV.GD.ZS	0.00105691812908523	0.00101629988664347	0.00153609831029186
AG.LND.AGRI.K2	0.000982107179008339	0.00114659474390546	0.00153609831029186
EN.GHG.N2O.FE.MT.CE.AR5	0.000973051525165058	0.00660594926318258	0.00460829493087558
NY.GDP.FCST.CN	0.000923936314967989	0.00130294857261984	0.00153609831029186
urban_x_oop_delta1	0.000771269261600753	0.009719996351744	0.00768049155145929
NY.ADJ.AEDU.GN.ZS_delta1	0.000716009609696459	0.00101629988664347	0.00153609831029186
EG.USE.PCAP.KG.OE	0.000687966444056688	0.00100327040091728	0.00153609831029186
BX.KLT.DINV.WD.GD.ZS_isNA_rank	0.000671011387205341	0.00101629988664347	0.00153609831029186
SP.POP.3539.MA.5Y_delta1	0.000665683193208175	0.00105538834382207	0.00153609831029186
FP.CPI.TOTL	0.000647861396693845	0.00228016000208472	0.00460829493087558
NY.GDP.DEFL.ZS_lag1	0.000647002796525307	0.00264498560241827	0.00460829493087558
SP.POP.1564.FE.ZS_delta1	0.000622560257916393	0.000872975543655292	0.00153609831029186
SH.DTH.NMRT_delta1	0.000621541984329428	0.00222804205917992	0.00153609831029186
DT.ODA.ALLD.CD_lag1	0.000614110123131827	0.00291860480266844	0.00153609831029186
